State;pollster;end_date;method;source;affiliation;survey_houses;sponsors;questions;VoterStats;VoterStatsNum;Candidate1;Percent1;Candidate2;Percent2;Candidate3;Percent3;Candidate4;Percent4;Candidate5;Percent5;Candidate6;Percent6;Candidate7;Percent7;Candidate8;Percent8;Candidate9;Percent9
AZ;PPP (D);2012-02-26;Automated Phone;http://www.publicpolicypolling.com/pdf/2011/PPP_Release_AZ_226.pdf;Dem;|Public Policy Polling (D)||Dem|;;2012 Arizona GOP Primary;Likely Voters - Republican;515;Romney;43;Gingrich;18;Paul;11;Santorum;26;Undecided;1;;;;;;;;
AZ;We Ask America;2012-02-26;Automated Phone;http://weaskamerica.com/2012/02/26/final-mi-az/;None;|We Ask America||N/A|;;2012 Arizona GOP Primary;Likely Voters - Republican;1162;Romney;43;Gingrich;21;Paul;10;Santorum;27;;;;;;;;;;
AZ;ARG;2012-02-24;Live Phone;http://americanresearchgroup.com/pres2012/primary/rep/az/;None;|American Research Group||N/A|;;2012 Arizona GOP Primary;Likely Voters - Republican;600;Romney;39;Gingrich;11;Paul;9;Santorum;35;Other;1;;;;;;;;
AZ;Rasmussen;2012-02-23;Automated Phone;http://www.rasmussenreports.com/platinum/election_2012_state_polls/arizona/toplines/toplines_arizona_gop_primary_february_23_2012;None;|Rasmussen Reports||N/A|;;2012 Arizona GOP Primary;Likely Voters - Republican;750;Romney;42;Gingrich;16;Paul;8;Santorum;29;Other;1;;;;;;;;
AZ;NBC/Marist;2012-02-20;Live Phone;http://maristpoll.marist.edu/wp-content/misc/AZpolls/AZ120219/Republican%20Primary%202012/Complete%20February%2022nd%202012%20Arizona%20NBC%20News-Marist%20Poll%20Tables.pdf;None;|Marist College||N/A|;|NBC News||N/A|;2012 Arizona GOP Primary;Likely Voters - Republican;682;Romney;43;Gingrich;16;Paul;11;Santorum;27;Undecided;3;;;;;;;;
AZ;CNN/Time;2012-02-20;Live Phone;http://i2.cdn.turner.com/cnn/2012/images/02/21/topstate6.pdf;None;|Opinion Research Corporation||N/A|;|Time||N/A||CNN||N/A|;2012 Arizona GOP Primary;Likely Voters - Republican;391;Romney;36;Gingrich;18;Paul;6;Santorum;32;Undecided;6;;;;;;;;
AZ;We Ask America;2012-02-20;Automated Phone;http://weaskamerica.com/2012/02/21/az-romney-for-now/;None;|We Ask America||N/A|;;2012 Arizona GOP Primary;Likely Voters - Republican;1155;Romney;37;Gingrich;15;Paul;8;Santorum;27;Undecided;13;;;;;;;;
AZ;PPP (D);2012-02-19;Automated Phone;http://www.publicpolicypolling.com/pdf/2011/PPP_Release_AZ_0222.pdf;Dem;|Public Policy Polling (D)||Dem|;;2012 Arizona GOP Primary;Likely Voters - Republican;412;Romney;36;Gingrich;16;Paul;9;Santorum;33;Undecided;7;;;;;;;;
AZ;Rasmussen;2012-02-16;Automated Phone;http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/arizona/2012_arizona_republican_primary;None;|Rasmussen Reports||N/A|;;2012 Arizona GOP Primary;Likely Voters - Republican;750;Romney;39;Gingrich;15;Paul;7;Santorum;31;Other;3;;;;;;;;
AZ;ARG;2012-02-14;Live Phone;http://americanresearchgroup.com/pres2012/primary/rep/az/;None;|American Research Group||N/A|;;2012 Arizona GOP Primary;Likely Voters - Republican;600;Romney;38;Gingrich;15;Paul;11;Santorum;31;Undecided;5;;;;;;;;
CA;Field;2012-02-10;Live Phone;http://www.field.com/fieldpollonline/subscribers/Rls2397.pdf;None;|The Field Poll||N/A|;;2012 California GOP Primary;Registered Voters;180;Romney;38;Gingrich;13;Paul;9;Santorum;18;Other;4;;;;;;;;
CA;PPIC;2012-01-17;Live Phone;http://www.ppic.org/content/pubs/survey/S_1211MBS.pdf;None;|Public Policy Institute of California||N/A|;;2012 California GOP Primary;Likely Voters;308;Romney;37;Gingrich;18;Huntsman;3;Paul;11;Santorum;15;;;;;;;;
CA;PPIC;2012-02-28;Live Phone;http://www.ppic.org/content/pubs/survey/S_1211MBS.pdf;None;|Public Policy Institute of California||N/A|;;2012 California GOP Primary;Likely Voters;281;Romney;28;Gingrich;17;Paul;8;Santorum;22;Undecided;22;;;;;;;;
CA;Rasmussen;2012-03-12;Automated Phone;http://www.rasmussenreports.com/public_content/politics/elections/election_2010/election_2010_senate_elections/california/election_2010_california_senate;None;|Rasmussen Reports||N/A|;;2012 California GOP Primary;Likely Voters;750;Romney;43;Gingrich;15;Paul;8;Santorum;23;Other;3;;;;;;;;
FL;ARG;2012-01-30;Live Phone;http://americanresearchgroup.com/pres2012/primary/rep/fl/;None;|American Research Group||N/A|;;2012 Florida GOP Primary;Likely Voters - Republican;600;Romney;43;Gingrich;31;Paul;9;Santorum;13;Other;1;;;;;;;;
FL;War Room Logistics;2012-01-27;Automated Phone;http://miamiherald.typepad.com/files/wrl-writeup-01272012.pdf;None;|War Room Logistics||N/A|;;2012 Florida GOP Primary;Likely Voters - Republican;1632;Romney;40;Gingrich;30;Paul;6;Santorum;15;Undecided;8;;;;;;;;
FL;Suffolk;2012-01-29;Live Phone;http://www.suffolk.edu/images/content/FINAL_Florida_GOP_Marginals_Jan_30_2012.pdf;None;|Suffolk University||N/A|;;2012 Florida GOP Primary;Registered Voters;500;Romney;47;Gingrich;27;Paul;9;Santorum;12;Undecided;5;;;;;;;;
FL;Quinnipiac;2012-01-29;Live Phone;http://www.quinnipiac.edu/institutes-and-centers/polling-institute/florida/release-detail?ReleaseID=1697;None;|Quinnipiac University||N/A|;;2012 Florida GOP Primary;Likely Voters - Republican;539;Romney;43;Gingrich;29;Paul;11;Santorum;11;Undecided;7;;;;;;;;
FL;SurveyUSA;2012-01-29;IVR/Live Phone;http://www.surveyusa.com/client/PollReport.aspx?g=d5499f5d-fe8e-4423-80d6-51b54ed472d0;None;|SurveyUSA||N/A|;;2012 Florida GOP Primary;Likely Voters - Republican;500;Romney;41;Gingrich;26;Paul;12;Santorum;12;Other;2;;;;;;;;
FL;NewsMax/InsiderAdvantage;2012-01-29;Automated Phone;http://www.newsmax.com/InsideCover/gingrich-romney-insideradvantage-poll/2012/01/29/id/425901;None;|InsiderAdvantage||N/A|;;2012 Florida GOP Primary;Likely Voters - Republican;646;Romney;36;Gingrich;31;Paul;12;Santorum;12;Undecided;9;;;;;;;;
FL;We Ask America;2012-01-29;Automated Phone;http://weaskamerica.com/2012/01/30/florida-revisted/;None;|We Ask America||N/A|;;2012 Florida GOP Primary;Likely Voters - Republican;1188;Romney;44;Gingrich;25;Paul;10;Santorum;10;Undecided;11;;;;;;;;
FL;ARG;2012-01-28;Live Phone;http://americanresearchgroup.com/pres2012/primary/rep/fl/;None;|American Research Group||N/A|;;2012 Florida GOP Primary;Likely Voters - Republican;600;Romney;43;Gingrich;32;Paul;8;Santorum;11;Other;1;;;;;;;;
FL;Rasmussen;2012-01-28;Automated Phone;http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/florida/2012_florida_republican_primary;None;|Rasmussen Reports||N/A|;;2012 Florida GOP Primary;Likely Voters;750;Romney;44;Gingrich;28;Paul;10;Santorum;12;Other;1;;;;;;;;
FL;PPP (D);2012-01-30;Automated Phone;http://www.publicpolicypolling.com/pdf/2011/PPP_Release_FL_130.pdf;Dem;|Public Policy Polling (D)||Dem|;;2012 Florida GOP Primary;Likely Voters;1087;Romney;39;Gingrich;31;Paul;11;Santorum;15;Undecided;5;;;;;;;;
GA;CNN;2012-03-04;Live Phone;http://i2.cdn.turner.com/cnn/2010/images/10/20/topstate7.pdf;None;|Opinion Research Corporation||N/A|;|CNN||N/A|;2012 Georgia GOP Primary;Likely Voters - Republican;527;Romney;24;Gingrich;47;Paul;9;Santorum;15;Undecided;4;;;;;;;;
GA;ARG;2012-03-05;Live Phone;http://americanresearchgroup.com/pres2012/primary/rep/ga/;None;|American Research Group||N/A|;;2012 Georgia GOP Primary;Likely Voters - Republican;600;Romney;24;Gingrich;44;Paul;9;Santorum;19;Other;1;;;;;;;;
GA;Fox 5 Atlanta/InsiderAdvantage;2012-03-04;Automated Phone;http://www.realclearpolitics.com/docs/2012/InsiderAdvantage_GA_0304.pdf;None;|InsiderAdvantage||N/A|;;2012 Georgia GOP Primary;Likely Voters - Republican;751;Romney;21;Gingrich;47;Paul;6;Santorum;18;Undecided;7;;;;;;;;
GA;Mason-Dixon;2012-03-01;Live Phone;http://www.ajc.com/news/georgia-politics-elections/poll-gingrich-leads-in-1371979.html;None;|Mason-Dixon||N/A|;;2012 Georgia GOP Primary;Likely Voters - Republican;625;Romney;24;Gingrich;38;Paul;3;Santorum;22;;;;;;;;;;
GA;PPP (D);2012-03-04;Automated Phone;http://www.publicpolicypolling.com/pdf/2011/PPP_Release_SuperTuesday_305.pdf;Dem;|Public Policy Polling (D)||Dem|;;2012 Georgia GOP Primary;Likely Voters - Republican;728;Romney;24;Gingrich;47;Paul;8;Santorum;19;Undecided;2;;;;;;;;
GA;Landmark/Rosetta Stone;2012-03-01;Automated Phone;http://www.wsbtv.com/news/news/local-govt-politics/poll-shows-gingrich-expanding-lead-georgia/nLKN4/;Rep;|Landmark Communications||Rep|;;2012 Georgia GOP Primary;Likely Voters - Republican;950;Romney;22;Gingrich;42;Paul;5;Santorum;16;Undecided;15;;;;;;;;
GA;Rasmussen;2012-03-01;Automated Phone;http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/georgia/2012_georgia_republican_primary;None;|Rasmussen Reports||N/A|;;2012 Georgia GOP Primary;Likely Voters - Republican;750;Romney;26;Gingrich;38;Paul;7;Santorum;20;Other;3;;;;;;;;
GA;YouGov;2012-03-01;Internet;http://today.yougov.com/news/2012/03/01/super-tuesday-polls/;None;|YouGov||N/A|;;2012 Georgia GOP Primary;Likely Voters - Republican;500;Romney;32;Gingrich;36;Paul;11;Santorum;21;;;;;;;;;;
GA;Landmark/Rosetta Stone;2012-02-23;Automated Phone;http://www.wsbtv.com/news/news/local/poll-gingrich-holds-commanding-lead-georgia/nKPxm/;Rep;|Landmark Communications||Rep|;;2012 Georgia GOP Primary;Likely Voters - Republican;1300;Romney;19;Gingrich;38;Paul;4;Santorum;25;Undecided;13;;;;;;;;
GA;SurveyUSA;2012-02-26;IVR/Online;http://www.surveyusa.com/client/PollReport.aspx?g=1b8f4a88-d05a-4d1b-8ec5-1b0dd87f2d6a;None;|SurveyUSA||N/A|;;2012 Georgia GOP Primary;Likely Voters - Republican;457;Romney;23;Gingrich;39;Paul;9;Santorum;24;Undecided;5;;;;;;;;
IL;We Ask America/Fox Chicago;2012-03-14;Automated Phone;http://www.myfoxchicago.com/dpp/news/elections/mitt-romney-leads-rick-santorum-6-points-illinois-primary-election-republican-gop-presidential-candidates-poll-20120315;None;|We Ask America||N/A|;;2012 Illinois GOP Primary;Likely Voters;1933;Romney;37;Gingrich;14;Paul;8;Santorum;31;Undecided;10;;;;;;;;
IL;PPP (D);2012-03-18;Automated Phone;http://www.publicpolicypolling.com/pdf/2011/PPP_Release_IL_318.pdf;Dem;|Public Policy Polling (D)||Dem|;;2012 Illinois GOP Primary;Likely Voters - Republican;506;Romney;45;Gingrich;12;Paul;10;Santorum;30;Undecided;2;;;;;;;;
IL;Rasmussen;2012-03-15;Automated Phone;http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/illinois/2012_illinois_republican_primary;None;|Rasmussen Reports||N/A|;;2012 Illinois GOP Primary;Likely Voters - Republican;750;Romney;41;Gingrich;14;Paul;7;Santorum;32;Other;2;;;;;;;;
IL;ARG;2012-03-18;Live Phone;http://americanresearchgroup.com/pres2012/primary/rep/il/;None;|American Research Group||N/A|;;2012 Illinois GOP Primary;Likely Voters - Republican;600;Romney;44;Gingrich;13;Paul;8;Santorum;30;Other;1;;;;;;;;
IA;InsiderAdvantage;2012-01-01;Automated Phone;http://www.realclearpolitics.com/docs/2012/InsiderAdvantage_Iowa_0102.pdf;None;|InsiderAdvantage||N/A|;;2012 Iowa GOP Primary;Likely Voters;729;Romney;23;Bachmann;6;Gingrich;16;Huntsman;2;Paul;22;Perry;10;Santorum;18;Other;1;;
IA;ARG;2012-01-01;Live Phone;http://americanresearchgroup.com/pres2012/primary/rep/ia/;None;|American Research Group||N/A|;;2012 Iowa GOP Primary;Likely Voters - Republican;600;Romney;22;Bachmann;8;Gingrich;15;Huntsman;4;Paul;17;Perry;9;Santorum;16;Undecided;7;;
IA;PPP (D);2012-01-01;Automated Phone;http://www.publicpolicypolling.com/pdf/2011/PPP_Release_IA_101914.pdf;Dem;|Public Policy Polling (D)||Dem|;;2012 Iowa GOP Primary;Likely Voters - Republican;572;Romney;19;Bachmann;8;Gingrich;14;Huntsman;4;Paul;20;Perry;10;Santorum;18;Undecided;4;;
IA;Des Moines Register/Selzer;2011-12-30;Live Phone;http://caucuses.desmoinesregister.com/2011/12/31/romney-leads-paul-in-new-des-moines-register-iowa-poll-santorum-surging/;None;|Selzer & Co.||N/A|;|Des Moines Register||N/A|;2012 Iowa GOP Primary;Likely Voters - Republican;602;Romney;24;Bachmann;7;Gingrich;12;Huntsman;2;Paul;22;Perry;11;Santorum;15;Undecided;7;;
IA;We Ask America;2011-12-29;Automated Phone;http://weaskamerica.com/2011/12/30/consensus-romney/;None;|We Ask America||N/A|;;2012 Iowa GOP Primary;Likely Voters - Republican;970;Romney;24;Bachmann;12;Gingrich;13;Huntsman;4;Paul;14;Perry;10;Santorum;17;Undecided;7;;
IA;NBC/Marist;2011-12-28;Live Phone;http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/Iowapoll111230nbcmarist.pdf;None;|Marist College||N/A|;|NBC News||N/A|;2012 Iowa GOP Primary;Likely Voters - Republican;433;Romney;23;Bachmann;6;Gingrich;13;Huntsman;2;Paul;21;Perry;14;Santorum;15;Undecided;7;;
IA;Rasmussen;2011-12-28;Automated Phone;http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/iowa/2012_iowa_republican_caucus;None;|Rasmussen Reports||N/A|;;2012 Iowa GOP Primary;Likely Voters - Republican;800;Romney;23;Bachmann;5;Gingrich;13;Huntsman;3;Paul;22;Perry;13;Santorum;16;Other;1;;
IA;InsiderAdvantage;2011-12-28;Automated Phone;http://www.southernpoliticalreport.com/story.aspx?sid=2257;None;|InsiderAdvantage||N/A|;;2012 Iowa GOP Primary;Likely Voters;429;Romney;17;Bachmann;12;Gingrich;17;Huntsman;3;Paul;17;Perry;11;Santorum;13;Other;3;;
IA;ARG;2011-12-28;Live Phone;http://americanresearchgroup.com/pres2012/primary/rep/ia/;None;|American Research Group||N/A|;;2012 Iowa GOP Primary;Likely Voters - Republican;600;Romney;22;Bachmann;8;Gingrich;17;Huntsman;6;Paul;16;Perry;9;Santorum;11;Undecided;9;;
IA;PPP (D);2011-12-27;Automated Phone;http://www.publicpolicypolling.com/pdf/2011/PPP_Release_IA_1227925.pdf;Dem;|Public Policy Polling (D)||Dem|;;2012 Iowa GOP Primary;Likely Voters - Republican;572;Romney;20;Bachmann;11;Gingrich;13;Huntsman;4;Paul;24;Perry;10;Santorum;10;Undecided;5;;
LA;PPP (D);2012-03-22;Automated Phone;http://www.publicpolicypolling.com/pdf/2011/PPP_Release_LA_323.pdf;Dem;|Public Policy Polling (D)||Dem|;;2012 Louisiana GOP Primary;Likely Voters - Republican;650;Romney;28;Gingrich;18;Paul;8;Roemer;2;Santorum;42;Undecided;2;;;;;;
LA;Rasmussen;2012-03-21;Automated Phone;http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/louisiana/2012_louisiana_republican_primary;None;|Rasmussen Reports||N/A|;;2012 Louisiana GOP Primary;Likely Voters - Republican;750;Romney;31;Gingrich;16;Paul;5;Santorum;43;Other;1;Undecided;5;;;;;;
LA;Magellan (R);2012-03-19;Automated Phone;http://www.nola.com/politics/index.ssf/2012/03/survey_rick_santorum_has_sizab.html;Rep;|Magellan Research||Rep|;;2012 Louisiana GOP Primary;Likely Voters - Republican;2018;Romney;24;Gingrich;24;Paul;3;Perry;3;Roemer;3;Santorum;37;Undecided;6;;;;
LA;GCR/WWL-TV;2012-03-10;Live Phone;http://www.wwltv.com/news/local/Santorum-ahead-in-La-in-WWL-TV-poll-142387215.html;None;|Clarus Research Group||N/A|;;2012 Louisiana GOP Primary;Likely Voters - Republican;515;Romney;21;Gingrich;20;Paul;6;Santorum;25;Undecided;26;;;;;;;;
LA;Clarus;2011-10-07;Live Phone;http://www.nola.com/politics/index.ssf/2011/10/president_barack_obamas_job_ap.html;None;|Clarus Research Group||N/A|;;2012 Louisiana GOP Primary;Likely Voters - Republican;301;Romney;17;Bachmann;3;Cain;21;Gingrich;4;Huntsman;1;Paul;4;Perry;23;Roemer;3;;
LA;Clarus;2011-11-22;Live Phone;http://www.realclearpolitics.com/docs/2011/WWL-TV_LA_Clarus_Poll_Nov2011.pdf;None;|Clarus Research Group||N/A|;;2012 Louisiana GOP Primary;Likely Voters - Republican;300;Romney;23;Bachmann;4;Cain;12;Gingrich;31;Huntsman;1;Paul;6;Perry;11;Roemer;2;;
MD;PPP (D);2012-03-22;Automated Phone;http://www.publicpolicypolling.com/pdf/2011/PPP_Release_LA_323.pdf;Dem;|Public Policy Polling (D)||Dem|;;2012 Louisiana GOP Primary;Likely Voters - Republican;650;Romney;28;Gingrich;18;Paul;8;Roemer;2;Santorum;42;Undecided;2;;;;;;
MD;Rasmussen;2012-03-21;Automated Phone;http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/louisiana/2012_louisiana_republican_primary;None;|Rasmussen Reports||N/A|;;2012 Louisiana GOP Primary;Likely Voters - Republican;750;Romney;31;Gingrich;16;Paul;5;Santorum;43;Other;1;Undecided;5;;;;;;
MD;Magellan (R);2012-03-19;Automated Phone;http://www.nola.com/politics/index.ssf/2012/03/survey_rick_santorum_has_sizab.html;Rep;|Magellan Research||Rep|;;2012 Louisiana GOP Primary;Likely Voters - Republican;2018;Romney;24;Gingrich;24;Paul;3;Perry;3;Roemer;3;Santorum;37;Undecided;6;;;;
MD;GCR/WWL-TV;2012-03-10;Live Phone;http://www.wwltv.com/news/local/Santorum-ahead-in-La-in-WWL-TV-poll-142387215.html;None;|Clarus Research Group||N/A|;;2012 Louisiana GOP Primary;Likely Voters - Republican;515;Romney;21;Gingrich;20;Paul;6;Santorum;25;Undecided;26;;;;;;;;
MD;Clarus;2011-10-07;Live Phone;http://www.nola.com/politics/index.ssf/2011/10/president_barack_obamas_job_ap.html;None;|Clarus Research Group||N/A|;;2012 Louisiana GOP Primary;Likely Voters - Republican;301;Romney;17;Bachmann;3;Cain;21;Gingrich;4;Huntsman;1;Paul;4;Perry;23;Roemer;3;;
MD;Clarus;2011-11-22;Live Phone;http://www.realclearpolitics.com/docs/2011/WWL-TV_LA_Clarus_Poll_Nov2011.pdf;None;|Clarus Research Group||N/A|;;2012 Louisiana GOP Primary;Likely Voters - Republican;300;Romney;23;Bachmann;4;Cain;12;Gingrich;31;Huntsman;1;Paul;6;Perry;11;Roemer;2;;
MI;MIRS/Mitchell/Rosetta Stone;2012-02-27;Automated Phone;http://www.realclearpolitics.com/docs/2012/Mitchell_RosettaStone_MI_0228.pdf;None;|Michigan Information & Research Services (D)||Dem||Mitchell Research||N/A|;;2012 Michigan GOP Primary;Likely Voters - Republican;781;Romney;37;Gingrich;9;Paul;9;Santorum;36;Undecided;10;;;;;;;;
MI;Baydoun/Foster (D);2012-02-27;Automated Phone;http://big.assets.huffingtonpost.com/baydoun2.pdf;Dem;|Baydoun Consulting||Dem||Foster McCollum White and Associates||Dem|;;2012 Michigan GOP Primary;Likely Voters - Republican;1359;Romney;38;Gingrich;8;Paul;9;Santorum;36;Undecided;9;;;;;;;;
MI;ARG;2012-02-26;Live Phone;http://americanresearchgroup.com/pres2012/primary/rep/mi/;None;|American Research Group||N/A|;;2012 Michigan GOP Primary;Likely Voters - Republican;600;Romney;35;Gingrich;8;Paul;15;Santorum;36;Undecided;6;;;;;;;;
